,incident_id,date,state,city,address,num_killed,num_injured,latitude,location_description,longitude,n_guns_involved,pre_teens_involved,adults_involved,total_victims,total_suspects,males,females,gun_type
170581,769112,02/06/2017,Mississippi,Jackson,3540 Sunset Dr,0,2,32.3395,Sunset Plaza Apartments,-90.2227,1.0,0,0,2,0,0,0,Unknown
170583,769196,02/06/2017,Tennessee,Memphis,3315 Hickory View Place,0,1,35.0584,Emerald Pointe Apartments,-89.8665,1.0,0,1,1,0,1,0,Shotgun
170595,769311,02/06/2017,Georgia,Columbus,100 Canty Rd,0,1,32.4518,Elizabeth Canty Apartments,-84.9635,1.0,0,0,1,1,2,0,Unknown
170596,769314,02/06/2017,Alaska,Anchorage,4600 block of Reka Dr,0,1,61.2043,Russian Jack,-149.795,1.0,0,0,1,0,1,0,Unknown
170598,769322,02/06/2017,South Carolina,West Columbia,Augusta Road,0,1,33.9847,Habitat for Humanity Restore,-81.0909,1.0,0,0,1,0,0,0,Unknown
170600,769339,02/06/2017,Iowa,Des Moines,1221 Keosauqua Way,0,0,41.594,Subway,-93.6333,1.0,0,0,0,1,1,0,Unknown
170602,769363,02/06/2017,Maryland,Baltimore,1100 block of W N Ave,0,1,39.2802,Reservoir Hill,-76.5965,1.0,0,1,1,2,1,0,Unknown
170603,769383,02/06/2017,Nevada,Reno,303 W 2nd St,0,1,39.5266,Motor Lodge Motel,-119.818,1.0,0,0,0,1,1,0,Unknown
170608,769430,02/06/2017,Hawaii,Hilo,2100 Kanoelehua Ave,0,0,19.695,Puainako Center,-155.066,1.0,0,1,0,1,1,0,Unknown
170613,769475,02/06/2017,Massachusetts,Fall River,310 Slade St,0,0,41.6875,Italian Progressive Club,-71.1814,1.0,0,1,0,1,1,0,Unknown
170620,769546,02/06/2017,Florida,Tallahassee,1717 W Tharpe St,0,0,30.4631,Godby High School,-84.3145,1.0,0,1,0,1,1,0,Unknown
170621,769550,02/06/2017,Florida,Winter Haven ,63 Coleman Road,0,1,28.0151,Winter Haven,-81.7654,1.0,0,0,1,2,3,0,Unknown
170627,769729,02/06/2017,West Virginia,Parkersburg,720 29th St,0,1,39.2879,Beechwood Manor Apartments,-81.5485,1.0,0,2,1,1,2,0,Unknown
170634,769838,02/06/2017,Texas,Seguin,215 Short Ave,0,0,29.5679,Jefferson Elementary School,-97.9778,1.0,0,2,0,2,1,1,Unknown
170635,769915,02/06/2017,Ohio,Cincinnati,1700 block of Crest Hill Ave,1,0,39.205,(Roselawn),-84.4565,1.0,0,1,1,0,1,0,Unknown
170637,770248,02/06/2017,Missouri,Saint Louis,5200 block of Hodiamont Tracks,1,0,38.6574,Visitation Park neighborhood,-90.2711,1.0,0,1,1,0,0,1,45 Auto
170639,770346,02/06/2017,New Jersey,Jersey City,Marion Place,0,0,40.7355,Marion Gardens,-74.0724,4.0,0,3,0,3,3,0,Unknown
170642,770521,02/06/2017,Florida,Daytona Beach,226 Carl Brinkley,0,1,29.2086,Pine Haven apartments,-81.0346,1.0,0,1,1,1,2,0,Unknown
170643,770532,02/06/2017,Massachusetts,Natick,1360 Worcester St,0,0,42.2989,Crowne Plaza Hotel,-71.3875,1.0,0,1,0,1,1,0,Unknown
170650,771145,02/06/2017,North Carolina,Greensboro,312 North Swing Rd,1,0,36.0771,River Birch Apartments,-79.9099,1.0,0,1,1,0,0,1,Unknown
170653,772196,02/06/2017,Missouri,Springfield,650 W Kearney St,0,0,37.2406,GasTrip Gas,-93.297,1.0,0,1,0,1,0,1,40 SW
170664,787851,02/06/2017,Georgia,Atlanta ,5275 Roswell Rd NE,0,2,33.8998,Doll House,-84.3805,1.0,0,1,2,2,4,0,Unknown
170667,852682,02/06/2017,New Jersey,Brick ,1000 block of Gully Rd,1,0,40.2015,Shark River Park,-74.0807,1.0,0,3,1,2,2,1,Unknown
170672,769122,02/07/2017,Georgia,Alpharetta,100 Saratoga Dr,1,0,34.0008,Nesbit Ferry Crossing,-84.2781,1.0,0,0,1,2,3,0,Unknown
170676,769214,02/07/2017,Illinois,Chicago,10600 block of South Avenue J,0,1,41.7027,East Side,-87.5341,1.0,0,1,1,0,1,0,Unknown
170677,769223,02/07/2017,Illinois,Chicago,600 block of South Albany,0,1,41.8737,East Garfield Park,-87.7035,1.0,0,1,1,0,1,0,Unknown
170682,769329,02/07/2017,Colorado,Denver,1198 Sheridan Blvd,1,0,39.7339,Sheridan Light Rail Station,-105.054,1.0,0,3,1,2,3,0,Unknown
170687,769411,02/07/2017,Florida,Jupiter,575 W Indiantown Rd,0,1,26.9341,CVS,-80.1028,1.0,0,2,1,1,2,0,Rifle
170694,769476,02/07/2017,Georgia,West Point,7800 W Point Rd,1,0,32.8997,West Point Motel,-85.1621,1.0,0,2,0,2,1,1,Unknown
170698,769516,02/07/2017,South Carolina,Greenville,Furman Hall Road,0,1,34.8864,Boulder Creek Apartments,-82.4006,1.0,0,0,1,0,1,0,9mm
170699,769522,02/07/2017,Indiana,Indianapolis,3645 Wingate Ct,0,1,39.8252,Spanish Oaks Apartments,-85.9825,1.0,0,0,1,2,3,0,Unknown
170705,769575,02/07/2017,Florida,Jacksonville,2600 Art Museum Dr,0,1,30.2994,Woodland Apartments,-81.6152,1.0,0,0,1,1,2,0,Unknown
170707,769581,02/07/2017,Indiana,Huntington,735 S Jefferson St,1,1,40.8753,Phillips 66,-85.4888,1.0,0,1,1,1,2,0,Unknown
170709,769601,02/07/2017,Ohio,Mineral Ridge,3500 block of SR 46,1,0,41.1401,Weathersfield,-80.7689,1.0,0,2,1,1,2,0,Unknown
170710,769638,02/07/2017,Alabama,Birmingham,1720 2nd Ave S,1,0,33.509,Railroad Square,-86.8074,2.0,0,0,1,2,2,0,30-06 Spr
170712,769673,02/07/2017,Ohio,Dayton,2141 N. Main St,1,0,39.7831,United Foods,-84.2094,1.0,0,1,1,1,2,0,Unknown
170713,769676,02/07/2017,Pennsylvania,Philadelphia,2700 block of W Montgomery Ave,1,0,39.9829,North Philadelphia,-75.1785,1.0,0,1,1,0,1,0,Unknown
170717,769707,02/07/2017,Georgia,Atlanta,Peachtree Rd and Brookwood Valley Cir,1,0,33.8096,Buckhead,-84.393,1.0,0,1,1,0,1,0,Unknown
170718,769709,02/07/2017,Pennsylvania,Pittsburgh,2200 block of East Hills Dr,0,1,40.4546,East Hills,-79.8721,1.0,0,1,1,0,1,0,Unknown
170719,769711,02/07/2017,Georgia,Atlanta,112 Courtland St,0,1,33.7581,One 12 Courtland Apartments,-84.3845,1.0,0,1,1,0,1,0,Unknown
170721,769715,02/07/2017,Connecticut,Hartford,15 Becket St,1,0,41.7345,Goodwin Park,-72.6824,1.0,0,1,1,0,1,0,Unknown
170723,769752,02/07/2017,Illinois,Chicago,3900 block of W Monroe,0,1,41.8801,West Garfield Park,-87.7234,1.0,0,1,1,1,1,0,Unknown
170725,769760,02/07/2017,Louisiana,New Iberia,1059 Anderson St,0,0,30.0092,Anderson Middle School,-91.8393,1.0,0,0,0,1,1,0,Unknown
170728,769791,02/07/2017,Maryland,Baltimore,1 block of Stockton St,0,1,39.3052,Poppleton,-76.6384,1.0,0,1,1,0,1,0,22 LR
170730,769823,02/07/2017,Alabama,Athens,1101 US-31,0,1,34.7837,Bomar Inn,-86.9559,1.0,0,1,1,0,0,1,Unknown
170747,770049,02/07/2017,Louisiana,New Orleans,6100 block of Tullis Dr,0,1,29.9012,Algiers,-90.0032,1.0,0,0,1,0,1,0,22 LR
170751,770087,02/07/2017,Kentucky,Louisville,400 block of N 29th St,0,0,38.2664,(Portland),-85.7976,1.0,0,0,0,0,0,0,Unknown
170757,770168,02/07/2017,Illinois,Chicago,5000 block of West Division,0,1,41.9023,Austin,-87.7509,1.0,0,1,1,0,0,1,Unknown
170759,770173,02/07/2017,Illinois,Chicago,3600 block of West 62nd St,0,2,41.7813,West Lawn,-87.7132,1.0,0,0,2,0,2,0,Unknown
170760,770208,02/07/2017,Massachusetts,Randolph,2 Chestnut West,0,1,42.1775,Rosemont Square,-71.0718,1.0,0,2,1,1,2,0,Unknown
170761,770214,02/07/2017,Maine,Livermore Falls,Park St,0,0,44.428,East Livermore,-70.146,5.0,0,0,0,0,0,0,Unknown
170763,770229,02/07/2017,Illinois,Palatine,1555 N. Rand Rd,0,1,42.139,Wal-Mart,-88.0215,1.0,0,1,1,1,2,0,Unknown
170764,770239,02/07/2017,Illinois,Chicago,300 block of West Garfield,0,1,41.7948,Fuller Park,-87.6333,1.0,0,1,1,0,1,0,Unknown
170767,770263,02/07/2017,Illinois,Chicago,3100 block of West Jackson,0,1,41.8776,East Garfield Park,-87.7038,1.0,0,1,1,0,1,0,Unknown
170768,770270,02/07/2017,Illinois,Chicago,8300 block of South King,0,1,41.7436,Chatham,-87.6151,1.0,0,1,1,1,2,0,Unknown
170774,770303,02/07/2017,California,Claremont,436 Auto Center Dr,0,1,34.0807,Super King Market,-117.72,1.0,0,0,1,1,2,0,Shotgun
170781,770350,02/07/2017,Illinois,Fairview Heights,21 Northbrook Cir,0,1,38.5861,Longacres Pond Apartments,-89.9944,1.0,0,1,1,1,1,0,Unknown
170784,770379,02/07/2017,Oklahoma,Tulsa,1614 E Young St,1,0,36.1895,Town Square Apartments,-95.9697,1.0,0,2,1,1,2,0,Unknown
170785,770381,02/07/2017,Florida,Jacksonville,4751 Walgreen Rd,0,0,30.3696,SAL Tech Charter School,-81.6703,1.0,0,2,0,3,3,0,Handgun
170786,770385,02/07/2017,Louisiana,Baker,3200 Groom Rd,0,0,30.5881,Baker High School,-91.1672,1.0,0,0,0,1,1,0,Unknown
170789,770495,02/07/2017,North Carolina,High Point,716 Eastchester Drive,0,1,35.9841,Bass Food Mart,-80.0081,1.0,0,0,1,0,1,0,Handgun
170791,770526,02/07/2017,Florida,Miami,2200 block of NW 96th St,0,2,25.8631,West Little River,-80.2127,1.0,0,0,2,0,2,0,Unknown
170792,770550,02/07/2017,Florida,Pensacola,6000 College Pkwy,0,0,30.4845,Booker T Washington High School,-87.2106,1.0,0,0,0,2,2,0,Unknown
170793,770566,02/07/2017,Florida,Melbourne,4000 S Babcock St,0,1,28.0493,Sunoco,-80.6222,1.0,0,0,1,1,2,0,Unknown
170794,770582,02/07/2017,Florida,Vero Beach,4400 block of 28th Ave,0,2,27.618,Gifford,-80.4154,1.0,0,2,2,2,3,1,Unknown
170798,770666,02/07/2017,New Jersey,Whitehouse Station,507 CR 523,0,1,40.6028,Readington Township Police Dept,-74.7794,1.0,0,0,1,0,1,0,Unknown
170799,770670,02/07/2017,Colorado,Durango,800 block of CR 233,1,0,37.2293,Grandview,-107.812,1.0,0,1,1,0,1,0,44 Mag
170802,770681,02/07/2017,Illinois,Dekalb,700 block of Russell Rd,0,0,41.9414,University Village,-88.7682,2.0,0,2,0,2,1,1,Unknown
170806,770729,02/07/2017,Missouri,Warrensburg,108 W South St,0,0,38.7602,University of Central Missouri,-93.7407,1.0,0,0,0,0,0,0,Unknown
170825,771562,02/07/2017,South Carolina,Beaufort ,Shanklin Road,0,1,32.4605,Burton Food Lion,-80.7507,1.0,0,2,1,2,2,0,Unknown
170830,772208,02/07/2017,Pennsylvania,Muncy,1462 John Brady Dr,0,0,41.2234,R&J Welch Firearms,-76.7979,11.0,0,1,0,1,1,0,Unknown
170842,775696,02/07/2017,Florida,West Palm Beach,60th St N and Avocado Blvd,0,0,26.7658,The Acreage,-80.2553,1.0,0,1,0,1,1,0,Handgun
170853,785678,02/07/2017,Florida,Hollywood,2910 N 22nd Ave,0,0,26.0372,Family Food Market,-80.1517,1.0,0,0,0,1,1,0,Unknown
170862,769836,02/08/2017,Texas,San Antonio,Rigsby Ave and W W White Rd,0,1,29.3983,Walgreens,-98.4047,1.0,0,0,1,0,1,0,Unknown
170863,769855,02/08/2017,Texas,Fort Worth,1000 block of Hattie St,0,0,32.7376,Van Zandt-Guinn Elementary School,-97.2979,1.0,0,0,0,3,0,0,Unknown
170864,769889,02/08/2017,Ohio,Cleveland,16379 Euclid Ave,1,4,41.5463,Club Dew Drop,-81.5663,1.0,0,3,5,2,7,0,Unknown
170867,769980,02/08/2017,Alabama,Birmingham,1341 Princeton Ave,2,1,33.5748,El Marado Apartment,-86.7632,1.0,0,2,3,0,2,1,9mm
170870,770044,02/08/2017,Louisiana,New Orleans,S Dorgenois and Third St,0,1,29.9504,Central City,-90.0981,1.0,0,0,1,0,1,0,Unknown
170873,770077,02/08/2017,Illinois,Chicago,500 block of North Wood St,0,1,41.8909,West Town,-87.672,1.0,0,1,1,0,1,0,Unknown
170875,770108,02/08/2017,Georgia,Atlanta,Etheridge Drive,0,1,33.788,Etheridge Courts Apartments,-84.4719,1.0,0,0,1,0,0,0,9mm
170878,770134,02/08/2017,Michigan,Grand Rapids,1755 Buchanan Ave SW,0,1,42.9316,Garfield Park neighborhood,-85.6719,1.0,0,0,1,2,3,0,Unknown
170880,770217,02/08/2017,Michigan,Detroit,10011 W McNichols Rd,0,0,42.4168,CVS,-83.1604,2.0,0,0,0,1,1,0,9mm
170881,770228,02/08/2017,Connecticut,Bristol,21 Tuttle Rd,0,0,41.6614,South Side Elementary,-72.953,1.0,0,0,0,0,0,0,Unknown
170882,770273,02/08/2017,Maryland,Baltimore,600 block of Laurens St,0,3,39.3043,Upton,-76.6356,1.0,0,2,3,0,3,0,38 Spl
170888,770363,02/08/2017,District of Columbia,Washington,3401 4th St SE,0,0,38.8404,Ballou High School,-77.0006,1.0,0,0,0,1,1,0,Unknown
170892,770428,02/08/2017,Florida,Boynton Beach,Gateway Boulevard and I 95,1,0,26.5472,I-95 South,-80.0872,1.0,0,1,1,1,2,0,45 Auto
170893,770433,02/08/2017,Georgia,Atlanta,2500 Center Street NW,0,1,33.79,Rolling Bends Apartments,-84.47,1.0,0,0,1,6,1,0,Other
170905,770624,02/08/2017,Pennsylvania,Philadelphia,2600 Morris St,0,1,39.9317,Vare Recreation Center,-75.1884,1.0,0,0,1,0,0,0,Handgun
170908,770653,02/08/2017,Pennsylvania,Mckeesport,3rd St,1,0,40.3187,Versailles,-79.8356,1.0,0,2,1,1,2,0,Unknown
170910,770658,02/08/2017,Alabama,Bessemer,1110 4th Ave N,1,0,33.3948,Citgo,-86.9614,1.0,0,3,1,3,4,0,Unknown
170911,770697,02/08/2017,New York,Brooklyn,Bay 8th Street,1,0,40.6068,Bath Beach Neighborhood,-74.0155,1.0,0,1,1,1,1,0,Unknown
170917,770793,02/08/2017,Texas,Round Rock,1490 E Old Settlers Blvd,1,0,30.5394,Wag-a-Bag gas station,-97.6692,1.0,0,2,1,1,2,0,Handgun
170918,770807,02/08/2017,Texas,Talco,500 S 1st St,0,1,33.359,Quick Track,-95.1099,1.0,0,1,1,1,2,0,Unknown
170922,770848,02/08/2017,Georgia,Atlanta ,2200 Godby Road,1,0,33.615,Old Town Villa Apartments,-84.4597,1.0,0,2,1,1,1,1,Unknown
170923,770853,02/08/2017,Mississippi,Jackson,O'Bannon Drive,0,1,32.3518,Commonwealth Village Apartment Complex,-90.22,1.0,0,0,1,0,1,0,Unknown
170924,770859,02/08/2017,Mississippi,Moss Point,6700 MS 63,1,0,30.4371,Days Inn,-88.5258,1.0,0,0,1,0,1,0,Unknown
170929,770959,02/08/2017,Illinois,Chicago,300 block of South Canal St,1,0,41.878,West Loop,-87.6396,1.0,0,2,1,1,2,0,Unknown
170931,770997,02/08/2017,California,Santa Ana,1900 block of N Grand Ave,1,0,33.7625,Food 4 Less,-117.853,1.0,0,1,1,0,1,0,Unknown
170948,771104,02/08/2017,Maryland,Baltimore,6600 block of Vincent Lane,0,1,39.3547,Reisterstown Road shopping center,-76.7081,1.0,0,0,1,0,1,0,Unknown
170953,771138,02/08/2017,North Carolina,Supply,750 Grove Trail SW,0,0,33.9649,Cedar Grove Middle School,-78.2729,1.0,0,0,0,4,0,0,Unknown
170967,771500,02/08/2017,Louisiana,Shreveport,3800 block of Linwood Ave,0,0,32.4737,A-1 Stop,-93.7631,1.0,0,0,0,1,1,0,Unknown
170978,771800,02/08/2017,Georgia,Atlanta,61 Forsyth St SW,0,0,33.7529,Sam Nunn Federal Center,-84.3935,1.0,0,0,0,1,0,1,Unknown
170979,771802,02/08/2017,Georgia,Savannah,1800 block of 38th St,0,0,32.058,Edgemere Sackville,-81.1069,1.0,0,1,0,1,1,0,Handgun
170980,771863,02/08/2017,North Carolina,Charlotte,Old Concord Rd,0,0,35.28,University City,-80.7353,1.0,0,0,0,1,1,0,Unknown
170991,772569,02/08/2017,Massachusetts,Boston,2300 Washington Street,0,0,42.3305,Bolling Municipal Building,-71.0833,1.0,0,0,0,2,0,0,Unknown
170992,772631,02/08/2017,Alaska,Barrow,Stevenson St,1,0,71.3368,Utqiagvik,-156.648,1.0,0,0,1,1,2,0,44 Mag
170997,774352,02/08/2017,Massachusetts,Greenfield,298 Federal St,1,0,42.6009,Franklin Recovery Center,-72.594,1.0,0,0,1,0,1,0,Unknown
171011,770880,02/09/2017,Tennessee,Nashville,1500 Porter Rd,0,1,36.1943,Berkshire Place Apartments,-86.7257,1.0,0,2,1,1,1,1,Unknown
171014,770942,02/09/2017,Texas,Brownsville,2100 Village Center Blvd,1,0,25.952,South Texas Tactical Shooting Range,-97.4834,1.0,0,1,1,0,1,0,Unknown
171020,771037,02/09/2017,South Carolina,Hollywood,Highway 162,0,1,32.7344,Bluewater Exxon Gas Station,-80.2418,1.0,0,1,1,1,2,0,Rifle
171021,771044,02/09/2017,North Carolina,Taylorsville,7300 Church Rd,0,0,35.8267,Wittenburg Elementary School,-81.2403,1.0,0,2,0,2,1,1,Unknown
171022,771054,02/09/2017,West Virginia,Milton,27777 Ashton Upland Road,0,1,38.5308,Mason County,-82.0803,1.0,0,0,0,2,2,0,Unknown
171023,771057,02/09/2017,Florida,Jacksonville,2501 Jammes Road,0,1,30.2733,Virginian Arms Apartments,-81.747,1.0,0,1,1,1,1,1,Unknown
171025,771109,02/09/2017,Kentucky,Louisville,1521 Dixie Hwy,0,1,38.228,Thorntonâ€™s,-85.7902,1.0,0,0,1,0,0,0,Rifle
171026,771124,02/09/2017,Ohio,Grove City,5172 Jackson Pike,1,0,39.8557,Scioto Grove Metro Park,-83.028,1.0,0,2,1,1,1,1,Unknown
171035,771205,02/09/2017,Alabama,Birmingham,2000 31st St SW,0,0,33.4646,Jones Valley Middle School,-86.883,1.0,0,0,0,1,0,0,Unknown
171051,771279,02/09/2017,Illinois,Chicago,6800 block of South Harper,0,1,41.7713,South Shore,-87.5885,1.0,0,1,1,0,1,0,Unknown
171052,771283,02/09/2017,Illinois,Chicago,2400 block of West Adam,0,1,41.8786,Near West Side,-87.6864,1.0,0,1,1,1,2,0,9mm
171055,771311,02/09/2017,Pennsylvania,Philadelphia,6500 Lebanon Ave,0,1,39.9777,65th and Lebanon Avenue Deli,-75.2505,2.0,0,1,1,1,2,0,Unknown
171059,771447,02/09/2017,Tennessee,Memphis,882 Garden Row Drive,1,1,35.1228,College Park Apartments,-90.0336,1.0,0,2,2,0,2,0,Unknown
171060,771458,02/09/2017,Kentucky,Fort Thomas,1407 Grand Ave,0,0,39.0847,Churchhill Apartments,-84.4709,1.0,0,2,1,1,2,0,45 Auto
171061,771461,02/09/2017,Louisiana,Baton Rouge,8287 Airline Hwy,0,1,30.4617,Woods Acres Motel,-91.1019,1.0,0,0,1,1,0,0,Handgun
171065,771498,02/09/2017,New York,Brooklyn,Tilden and Schenectady Aves,0,1,40.648,East Flatbush,-73.9329,1.0,0,1,1,0,1,0,Unknown
171067,771518,02/09/2017,Illinois,Chicago,4700 block of South Loomis,0,0,41.705,Back of the Yards,-87.6574,2.0,0,0,0,2,2,0,Unknown
171069,771536,02/09/2017,Michigan,Holland,405 Columbia Ave,0,1,42.7829,Columbia Avenue One Stop,-86.1002,1.0,0,3,2,1,2,1,Unknown
171075,771639,02/09/2017,Michigan,Saginaw Township,2717 Schust,0,1,43.4721,Morley Companies,-83.9702,1.0,0,2,1,1,1,1,Unknown
171078,771687,02/09/2017,New Mexico,Farmington,CR 7297,1,0,36.2382,The Bisti / De-Na-Zin Wilderness,-108.258,1.0,0,0,0,1,1,0,Unknown
171080,771700,02/09/2017,Pennsylvania,Pittsburgh,2300 block of Mannheim St,0,0,40.4627,Marshall-Shadeland,-80.0299,2.0,0,3,0,3,3,0,Unknown
171083,771740,02/09/2017,North Carolina,Asheville,414 Depot St,0,1,35.5793,Green's Mini Mart,-82.5632,1.0,0,3,1,2,3,0,Unknown
171085,771754,02/09/2017,Missouri,Saint Louis,1800 block of Cass Ave,1,0,38.6425,Mullanphy Square,-90.2006,2.0,0,3,1,2,2,1,Unknown
171086,771758,02/09/2017,Texas,San Marcos,1111 Avalon Ave,1,0,29.8745,The Avenue at San Marcos,-97.9392,1.0,0,3,1,2,3,0,Unknown
171091,771817,02/09/2017,North Carolina,Statesville,221 E Water St,0,0,35.7853,Iredell County Courthouse,-80.8916,1.0,0,1,0,1,1,0,Unknown
171092,771826,02/09/2017,Mississippi,Jackson,3150 Robinson Road,4,0,32.3065,Westwood Apartments,-90.239,4.0,0,4,2,2,4,0,Rifle
171094,771837,02/09/2017,Mississippi,Jackson,1400 John R Lynch St,0,0,32.2889,Jackson State University,-90.1861,1.0,0,0,0,3,3,0,Unknown
171098,771867,02/09/2017,Pennsylvania,Hazleton ,58 PA-93,0,0,40.9544,Comfort Inn,-75.9754,1.0,0,0,0,3,3,0,Unknown
171100,771886,02/09/2017,Florida,Jacksonville,Thomas St and Shearer Ave,0,1,30.3266,Lackawanna,-81.7076,1.0,0,0,1,0,1,0,Shotgun
171101,771890,02/09/2017,Florida,Jacksonville,10000 block of Big Tree Cir W,0,1,30.1877,Mandarin,-81.6248,1.0,0,1,1,1,2,0,9mm
171106,771934,02/09/2017,California,Carson,600 Carson Plaza Dr,0,3,33.845,Denny's,-118.265,1.0,0,0,3,0,0,0,Unknown
171107,771938,02/09/2017,California,San Francisco,2400 block of 3rd St,0,1,37.7593,Municipal Railway,-122.389,1.0,0,0,1,0,0,0,380 Auto
171109,771946,02/09/2017,Pennsylvania,Philadelphia,6700 block of N 15th St,1,0,39.9822,West Oak Lane,-75.1588,1.0,0,1,1,0,1,0,Unknown
171111,771964,02/09/2017,California,Turlock,327 W Washington Blvd,1,0,37.495,Venice Motel,-120.904,1.0,0,1,1,0,1,0,Unknown
171114,772007,02/09/2017,Louisiana,Lafayette,1803 Eraste Landry Rd,0,0,30.219,Circle K,-92.0658,1.0,0,0,0,1,1,0,Unknown
171116,772035,02/09/2017,Florida,Tallahassee,2000 block of Fox Run Ct,0,0,30.4848,Hartsfield Plantation,-84.3246,1.0,0,1,0,1,1,0,Unknown
171117,772050,02/09/2017,Florida,Cape Coral,2125 De Navarra Pkwy,0,0,26.7355,Island Coast High School,-81.9267,1.0,0,1,0,1,0,1,Unknown
171119,772101,02/09/2017,Louisiana,Shreveport,3201 Line Ave,0,0,32.4792,C.E. Byrd High School,-93.746,1.0,0,0,0,1,1,0,Unknown
171124,772204,02/09/2017,New York,Buffalo,90 Lower Terrace,0,0,42.8796,Lower Terrace Parking Lot 1447,-78.878,1.0,0,0,1,2,3,0,32 Auto
171130,772355,02/09/2017,Illinois,Chicago,Addison,0,0,41.9462,Kennedy Expressway,-87.7397,1.0,0,1,0,1,1,0,Unknown
171139,773026,02/09/2017,Georgia,Decatur,4110 Glenwood Rd,0,1,33.738,S & N Grocery,-84.2498,1.0,0,1,1,0,1,0,Unknown
171144,773695,02/09/2017,Louisiana,New Orleans,4200 block of Old Gentilly Rd,0,0,30.018,Gentilly,-89.96,1.0,0,0,0,1,1,0,Handgun
171145,773752,02/09/2017,Louisiana,Hammond,Professional Plaza,0,1,30.4748,N Oaks Pediatric Clinic,-90.4607,1.0,0,1,1,1,2,0,Unknown
171156,781308,02/09/2017,California,Mckinleyville,2725 Central Ave,0,0,40.9552,Ace Hardware,-124.1,3.0,0,0,0,0,0,0,Unknown
171157,781855,02/09/2017,Washington,Sammamish,400 228th Ave. N.E.,0,1,47.6162,Eastlake High School,-122.035,1.0,0,0,1,0,1,0,Unknown
171162,789523,02/09/2017,Florida,Oviedo,3925 Lockwood Blvd,0,0,28.5421,UCF Alpha Epislon Pi,-81.3751,1.0,0,0,0,1,1,0,40 SW
171165,829253,02/09/2017,Michigan,Grand Rapids,80 Ottawa Ave NW,0,0,42.9648,Big Oâ€™s,-85.6704,1.0,0,0,0,1,1,0,Unknown
171167,771511,02/10/2017,Illinois,Chicago,3000 block of West Van Buren,0,1,41.8759,East Garfield Park,-87.7011,1.0,0,1,1,1,2,0,Unknown
171169,771550,02/10/2017,Illinois,Peoria,1412 SW Jefferson Ave,0,1,40.6825,Club Envy,-89.6066,1.0,0,1,1,1,2,0,Unknown
171170,771583,02/10/2017,Tennessee,Antioch,5353 Cane Ridge Rd,0,1,36.0414,Bell Hollow Apartments,-86.661,1.0,0,0,1,0,0,1,Unknown
171172,771658,02/10/2017,Washington,Vancouver,4317 NE 66th Ave,1,0,45.6538,Springfield Meadows Apartments,-122.603,1.0,0,1,0,1,1,0,Unknown
171173,771682,02/10/2017,Texas,San Antonio,8003 Midcrown Dr,0,0,29.5075,"Kids ""R"" Fun",-98.3811,1.0,0,0,0,1,0,0,Unknown
171180,771752,02/10/2017,North Carolina,Charlotte,2700 Dorchester Pl,0,0,35.1975,Sedgefield Middle School,-80.8558,1.0,0,1,0,1,1,0,Unknown
171181,771764,02/10/2017,Ohio,Canal Winchester,Lowridge Dr,1,1,39.9071,Columbus,-82.8311,1.0,0,0,1,1,1,1,357 Mag
171185,771784,02/10/2017,Tennessee,Nashville,701 S 6th St,1,0,36.166,Cayce Homes,-86.7589,1.0,0,1,0,1,1,0,22 LR
171186,771811,02/10/2017,Massachusetts,Brockton,200 Westgate Dr,0,0,42.0915,Westgate Mall,-71.0519,1.0,0,1,0,1,1,0,Unknown
171189,771879,02/10/2017,North Carolina,Fayetteville,433 Hillsboro St,1,0,35.0601,Brownâ€™s Garage,-78.8843,1.0,0,2,1,2,3,0,Unknown
171194,771972,02/10/2017,Georgia,Atlanta,3020 Delmar Ln,1,0,33.7548,Sierra Ridge Apartments,-84.486,1.0,0,1,1,2,3,0,Unknown
171195,771974,02/10/2017,New Mexico,Albuquerque,5500 San Antonio Dr NE,0,2,35.1592,NM Regulation and License,-106.584,1.0,0,1,1,1,1,1,Unknown
171196,771977,02/10/2017,Illinois,Chicago,3944 N Western Av,1,0,41.9533,Horner Park,-87.6885,1.0,0,1,1,0,0,1,Unknown
171197,771979,02/10/2017,Virginia,Newport News,7015 Huntington Ave,1,0,37.0098,TJâ€™s Sports Tavern,-76.4465,1.0,0,2,1,1,2,0,9mm
171201,772041,02/10/2017,Florida,Miami,120 NW 59th St,0,0,25.8293,Toussaint L'ouverture Elementary School,-80.1984,1.0,0,0,0,0,0,0,Unknown
171205,772067,02/10/2017,Louisiana,New Orleans,2nd St and Dryades St,1,5,29.9349,Central City,-90.0854,1.0,0,5,6,1,5,2,Unknown
171206,772081,02/10/2017,Louisiana,New Orleans,506 St. Andrew Street,1,0,29.9262,T-Mobile,-90.0702,1.0,0,0,1,1,2,0,Unknown
171207,772105,02/10/2017,Georgia,Forsyth,112 N Lee St,0,0,33.0295,O'Reilly's Auto Parts,-83.9385,1.0,0,1,0,1,1,0,Unknown
171211,772152,02/10/2017,Illinois,Chicago,3700 block of W Roosevelt,0,1,41.8666,Homan Square,-87.6902,1.0,0,1,1,1,2,0,Unknown
171215,772210,02/10/2017,Nevada,Las Vegas,7730 S Jones Blvd,0,0,36.048,Chevron,-115.225,1.0,0,0,0,1,1,0,Handgun
171216,772227,02/10/2017,Florida,Seminole,9049 Starkey Road,0,1,27.8551,Daraâ€™s Nail Salon and Day Spa,-82.7623,1.0,0,2,1,1,1,1,Unknown
